Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
NE-057,Dundy County,18.92,70,0.23,18.69
NE-059,Fillmore County,31.54,96,3.84,27.7
NE-061,Franklin County,28.78,97,4.73,24.05
NE-063,Frontier County,26,105,4.76,21.24
NE-065,Furnas County,28.72,117,6.86,21.86
NE-067,Gage County,38.96,113,8.95,30.01
NE-069,Garden County,23.15,117,5.48,17.67
NE-071,Garfield County,33.31,122,10.75,22.56
NE-073,Gosper County,25.7,98,3.57,22.13
NE-075,Grant County,27.08,123,7.9,19.18
NE-077,Greeley County,32.83,118,8.69,24.14
NE-079,Hall County,31.28,110,6.48,24.8
NE-081,Hamilton County,32.49,108,6.58,25.91
NE-083,Harlan County,28.77,106,5.9,22.87
NE-085,Hayes County,24.42,106,3.93,20.49
NE-087,Hitchcock County,23.69,104,3.52,20.17
NE-089,Holt County,34.63,122,11.68,22.95
NE-091,Hooker County,32.53,124,12.18,20.35
NE-093,Howard County,32.76,113,8.26,24.5
NE-095,Jefferson County,36.96,112,8.23,28.73
NE-097,Johnson County,37.43,103,5.87,31.56
NE-099,Kearney County,30.32,103,5.96,24.36
NE-101,Keith County,24.68,119,6.2,18.48
NE-103,Keya Paha County,30.47,121,8.79,21.68
NE-105,Kimball County,16.62,62,-0.01,16.63
NE-107,Knox County,34.64,122,10.03,24.61
NE-109,Lancaster County,37.06,112,7.98,29.08
NE-111,Lincoln County,26.11,111,5.49,20.62
NE-113,Logan County,32,123,10.7,21.3
NE-115,Loup County,30.05,112,7.51,22.54
NE-117,McPherson County,28.94,124,9.02,19.92
NE-119,Madison County,32.32,113,6.02,26.3
NE-121,Merrick County,32.64,110,6.94,25.7
NE-123,Morrill County,19.41,101,3.11,16.3
NE-125,Nance County,33.54,114,7.82,25.72
NE-127,Nemaha County,37.33,95,4.16,33.17
NE-129,Nuckolls County,30.88,97,4.35,26.53
NE-131,Otoe County,34.92,93,3.82,31.1
NE-133,Pawnee County,37.74,100,5.62,32.12
NE-135,Perkins County,24.47,116,5.65,18.82
NE-137,Phelps County,29.09,106,5.99,23.1
NE-139,Pierce County,31.89,110,5.89,26
NE-141,Platte County,34.8,116,8.35,26.45
NE-143,Polk County,33.22,104,6.33,26.89
NE-145,Red Willow County,26.15,111,5.59,20.56
NE-147,Richardson County,34.95,73,1.26,33.69
NE-149,Rock County,33.48,121,10.75,22.73
NE-151,Saline County,34.91,104,6.4,28.51
NE-153,Sarpy County,38.71,111,8.93,29.78
NE-155,Saunders County,36.71,108,7.55,29.16
NE-157,Scotts Bluff County,17.59,92,2.17,15.42
NE-159,Seward County,34.45,104,6.01,28.44
NE-161,Sheridan County,21.23,97,3.16,18.07
NE-163,Sherman County,29.36,107,5.65,23.71
NE-165,Sioux County,19.35,102,2.93,16.42
NE-167,Stanton County,35.23,118,8.31,26.92
NE-169,Thayer County,32.01,98,4.52,27.49
NE-171,Thomas County,34.15,123,12.93,21.22
NE-173,Thurston County,36.92,118,9.55,27.37
NE-175,Valley County,32.86,118,9.43,23.43
NE-177,Washington County,38.9,114,9.74,29.16
NE-179,Wayne County,33.02,109,6.51,26.51
NE-181,Webster County,30.21,98,4.76,25.45
NE-183,Wheeler County,34.29,122,10.66,23.63
NE-185,York County,32.99,102,5.52,27.47
NV-001,Churchill County,6.74,73,0.07,6.67
NV-003,Clark County,6.62,54,-0.89,7.51
NV-005,Douglas County,14.91,60,-1.07,15.98
NV-007,Elko County,12.2,36,-1.84,14.04
NV-009,Esmeralda County,5.19,63,-0.18,5.37
NV-011,Eureka County,11.63,76,0.31,11.32
NV-013,Humboldt County,10.5,50,-0.95,11.45
NV-015,Lander County,10.39,74,0.06,10.33
NV-017,Lincoln County,8.96,36,-1.54,10.5
NV-019,Lyon County,7.27,51,-0.97,8.24
NV-021,Mineral County,6.15,58,-0.42,6.57
NV-023,Nye County,6.61,29,-1.67,8.28
NV-027,Pershing County,9.69,95,1.06,8.63
NV-029,Storey County,12.1,64,-0.34,12.44
NV-031,Washoe County,12.08,65,-0.36,12.44
NV-033,White Pine County,10.84,32,-1.97,12.81
NV-510,Carson City,13.39,55,-1.74,15.13
NH-001,Belknap County,51.05,115,8.8,42.25
NH-003,Carroll County,52.37,96,5.63,46.74
NH-005,Cheshire County,56.99,122,14.56,42.43
NH-007,Coos County,48.93,100,5.07,43.86
NH-009,Grafton County,47.79,90,4.09,43.7
NH-011,Hillsborough County,57.31,120,13.96,43.35
NH-013,Merrimack County,52.76,119,10.67,42.09
NH-015,Rockingham County,55.67,118,13.39,42.28
NH-017,Strafford County,53.31,114,9.28,44.03
NH-019,Sullivan County,49.94,112,8.61,41.33
NJ-001,Atlantic County,65.55,125,21.72,43.83
NJ-003,Bergen County,63.41,123,16.88,46.53
NJ-005,Burlington County,65.42,125,21.27,44.15
NJ-007,Camden County,64.59,125,20.79,43.8
NJ-009,Cape May County,61.4,124,18.51,42.89
NJ-011,Cumberland County,61.25,125,18.36,42.89
NJ-013,Essex County,64.27,123,16.83,47.44
NJ-015,Gloucester County,64.05,125,20.47,43.58
NJ-017,Hudson County,62.46,123,17.17,45.29
NJ-019,Hunterdon County,66.68,124,20.66,46.02
NJ-021,Mercer County,64.48,125,19.83,44.65
NJ-023,Middlesex County,62.32,124,17.01,45.31
NJ-025,Monmouth County,66.48,125,21.52,44.96
NJ-027,Morris County,67.95,124,19.35,48.6
NJ-029,Ocean County,65.73,125,21.28,44.45
NJ-031,Passaic County,62.38,119,14.8,47.58
NJ-033,Salem County,62.4,125,19.73,42.67
NJ-035,Somerset County,62.68,122,16.17,46.51
NJ-037,Sussex County,64.65,124,19.42,45.23
NJ-039,Union County,62.26,123,15.72,46.54
NJ-041,Warren County,69.5,124,23.35,46.15
NM-001,Bernalillo County,10.55,43,-1.46,12.01
NM-003,Catron County,13.39,31,-2.47,15.86
NM-005,Chaves County,12,39,-1.88,13.88
NM-006,Cibola County,9.5,15,-3.59,13.09
NM-007,Colfax County,13.78,24,-3.16,16.94
NM-009,Curry County,17.4,75,0.48,16.92
NM-011,De Baca County,14.05,73,-0.09,14.14
NM-013,Dona Ana County,10.74,85,1.08,9.66
NM-015,Eddy County,12.95,61,-0.26,13.21
NM-017,Grant County,15.66,70,0.18,15.48
NM-019,Guadalupe County,14.09,67,-0.19,14.28
NM-021,Harding County,14.75,56,-1.04,15.79
NM-023,Hidalgo County,13.81,92,1.22,12.59
NM-025,Lea County,13.46,48,-1.53,14.99
NM-027,Lincoln County,13.85,51,-0.75,14.6
NM-028,Los Alamos County,13.7,15,-4.87,18.57
NM-029,Luna County,11.59,90,1.2,10.39
NM-031,McKinley County,9.01,17,-3,12.01
NM-033,Mora County,16.46,41,-1.83,18.29
NM-035,Otero County,13.16,67,0.13,13.03
NM-037,Quay County,16.87,77,0.54,16.33
NM-039,Rio Arriba County,12.17,8,-4.44,16.61
NM-041,Roosevelt County,15.6,60,-0.64,16.24
NM-043,Sandoval County,10.26,17,-3.13,13.39
NM-045,San Juan County,5.69,5,-3.82,9.51
NM-047,San Miguel County,15.77,55,-0.7,16.47
NM-049,Santa Fe County,13.16,41,-1.56,14.72
NM-051,Sierra County,12.06,72,0.3,11.76
NM-053,Socorro County,12.12,76,0.5,11.62
NM-055,Taos County,13.26,9,-4.54,17.8
NM-057,Torrance County,12.92,41,-1.53,14.45
NM-059,Union County,16.62,73,0.28,16.34
NM-061,Valencia County,8.72,37,-1.6,10.32
NY-001,Albany County,47.66,117,10.36,37.3
NY-003,Allegany County,49.47,124,12.5,36.97
NY-005,Bronx County,61.8,123,16.74,45.06
NY-007,Broome County,58.67,124,19.81,38.86
NY-009,Cattaraugus County,52.23,120,9.66,42.57
NY-011,Cayuga County,45.07,112,8.12,36.95
NY-013,Chautauqua County,49.85,115,7.25,42.6
NY-015,Chemung County,52.33,125,17.68,34.65
NY-017,Chenango County,55.79,124,14.81,40.98
NY-019,Clinton County,38.3,97,3.85,34.45
NY-021,Columbia County,51.02,116,10.51,40.51
NY-023,Cortland County,51.27,119,10.23,41.04
NY-025,Delaware County,57.82,123,15.22,42.6
NY-027,Dutchess County,58.43,123,14.85,43.58
NY-029,Erie County,43.6,103,5.35,38.25
NY-031,Essex County,45.58,98,4.64,40.94
NY-033,Franklin County,42.67,95,3.68,38.99
NY-035,Fulton County,55.49,117,9.92,45.57
NY-037,Genesee County,37.44,100,3.47,33.97
NY-039,Greene County,52.96,118,10.13,42.83
NY-041,Hamilton County,50.47,99,3.67,46.8
NY-043,Herkimer County,52.84,108,5.99,46.85
NY-045,Jefferson County,40.37,81,1.6,38.77
NY-047,Kings County,61.77,123,17.31,44.46
NY-049,Lewis County,46.37,74,1.09,45.28
NY-051,Livingston County,39.02,113,6.65,32.37
NY-053,Madison County,49.43,116,9.08,40.35
NY-055,Monroe County,34.99,96,3.11,31.88
NY-057,Montgomery County,49.85,123,11.32,38.53
NY-059,Nassau County,60.65,123,16.09,44.56
NY-061,New York County,62.38,123,17.5,44.88
NY-063,Niagara County,33.24,77,0.97,32.27
NY-065,Oneida County,50.58,102,5.53,45.05
NY-067,Onondaga County,44.86,110,6.41,38.45
NY-069,Ontario County,38.22,109,5.88,32.34
NY-071,Orange County,61.5,124,17.86,43.64
NY-073,Orleans County,32.6,61,0.16,32.44
NY-075,Oswego County,44.65,82,2.6,42.05
NY-077,Otsego County,56.2,124,14.8,41.4
NY-079,Putnam County,61.91,121,15.19,46.72
NY-081,Queens County,61.5,123,17.23,44.27
NY-083,Rensselaer County,49.43,116,10.18,39.25
NY-085,Richmond County,62.34,123,16.75,45.59
NY-087,Rockland County,63.4,123,16.68,46.72
NY-089,St. Lawrence County,38.2,56,-0.22,38.42
NY-091,Saratoga County,49.02,106,8.01,41.01
NY-093,Schenectady County,46.69,115,9.58,37.11
NY-095,Schoharie County,50.05,123,11.4,38.65
NY-097,Schuyler County,43.8,120,10.1,33.7
NY-099,Seneca County,39.1,111,5.72,33.38
NY-101,Steuben County,47.18,125,12.88,34.3
NY-103,Suffolk County,59.57,123,15.08,44.49
NY-105,Sullivan County,64.58,124,18.98,45.6
NY-107,Tioga County,54.13,124,17.22,36.91
NY-109,Tompkins County,45.99,119,9.42,36.57
NY-111,Ulster County,64.33,123,17.07,47.26
NY-113,Warren County,46.34,96,4.39,41.95
NY-115,Washington County,42.71,102,4.85,37.86
NY-117,Wayne County,36.8,90,2.69,34.11
NY-119,Westchester County,61.22,121,14.2,47.02
NY-121,Wyoming County,45.83,119,8.77,37.06
NY-123,Yates County,34.96,93,2.89,32.07
NC-001,Alamance County,66.44,125,21.35,45.09
NC-003,Alexander County,64.69,124,17.48,47.21
NC-005,Alleghany County,83.53,125,32.66,50.87
NC-007,Anson County,62.77,125,17.06,45.71
NC-009,Ashe County,78.5,125,27.71,50.79
NC-011,Avery County,79.05,124,24.3,54.75
NC-013,Beaufort County,65.42,118,13.75,51.67
NC-015,Bertie County,62.13,120,13.31,48.82
NC-017,Bladen County,67.33,125,19.26,48.07
NC-019,Brunswick County,77.33,125,25.38,51.95
NC-021,Buncombe County,70.98,124,22.98,48
NC-023,Burke County,73.31,125,22.83,50.48
NC-025,Cabarrus County,63.14,124,17.04,46.1
NC-027,Caldwell County,75.57,124,24.11,51.46
NC-029,Camden County,57.97,117,9.96,48.01
NC-031,Carteret County,86.92,125,31.62,55.3
NC-033,Caswell County,69.78,125,26.29,43.49
NC-035,Catawba County,63.23,123,15.55,47.68
NC-037,Chatham County,64.64,125,18.5,46.14
NC-039,Cherokee County,77.28,123,17.75,59.53
NC-041,Chowan County,63.73,120,14.16,49.57
NC-043,Clay County,82.16,123,20.84,61.32
NC-045,Cleveland County,58.84,114,9.62,49.22
NC-047,Columbus County,66.61,125,17.11,49.5
NC-049,Craven County,76.07,124,22.99,53.08
NC-051,Cumberland County,63.9,125,16.89,47.01
NC-053,Currituck County,57.75,117,10.17,47.58
NC-055,Dare County,59.61,110,8.56,51.05
NC-057,Davidson County,61.25,124,15.5,45.75
NC-059,Davie County,59.81,122,14.41,45.4
NC-061,Duplin County,75.32,125,24.82,50.5
NC-063,Durham County,64.73,125,20.25,44.48
NC-065,Edgecombe County,56.1,112,8.79,47.31
NC-067,Forsyth County,62.43,125,17.79,44.64
NC-069,Franklin County,57.99,123,12.09,45.9
NC-071,Gaston County,58.9,119,11.42,47.48
NC-073,Gates County,52.99,94,4.64,48.35
NC-075,Graham County,77.36,117,13.84,63.52
NC-077,Granville County,63.23,125,18.6,44.63
NC-079,Greene County,65.21,124,16.4,48.81
NC-081,Guilford County,65.22,125,20.52,44.7
NC-083,Halifax County,57.94,121,12.07,45.87
NC-085,Harnett County,66.28,125,19.32,46.96
NC-087,Haywood County,70.74,121,15.62,55.12
NC-089,Henderson County,86.14,124,27.77,58.37
NC-091,Hertford County,55.57,113,7.27,48.3
NC-093,Hoke County,64.3,125,17.43,46.87
NC-095,Hyde County,69.71,123,17.25,52.46
NC-097,Iredell County,64.69,125,17.95,46.74
NC-099,Jackson County,83.18,122,20.33,62.85
NC-101,Johnston County,62.62,124,15.61,47.01
NC-103,Jones County,78.44,125,25.78,52.66
NC-105,Lee County,64.73,125,18.36,46.37
NC-107,Lenoir County,71.97,125,21.84,50.13
NC-109,Lincoln County,60.43,119,12.69,47.74
NC-111,McDowell County,91.62,125,36.62,55
NC-113,Macon County,84,124,20.52,63.48
NC-115,Madison County,61.27,124,15.55,45.72
NC-117,Martin County,61.4,121,12.45,48.95
NC-119,Mecklenburg County,56.67,119,10.73,45.94
NC-121,Mitchell County,73.51,125,22.63,50.88
NC-123,Montgomery County,69.58,125,22.99,46.59
NC-125,Moore County,68.38,125,21.32,47.06
NC-127,Nash County,56.87,119,9.94,46.93
NC-129,New Hanover County,92.53,125,39.41,53.12
NC-131,Northampton County,57.91,120,11.72,46.19
NC-133,Onslow County,84.76,125,31,53.76
NC-135,Orange County,67.79,125,22.99,44.8
NC-137,Pamlico County,77.79,124,23.82,53.97
NC-139,Pasquotank County,60.29,119,11.69,48.6
NC-141,Pender County,82.92,125,30.78,52.14
NC-143,Perquimans County,62.47,119,13.2,49.27
NC-145,Person County,68.25,125,24.37,43.88
NC-147,Pitt County,63.16,122,13.96,49.2
NC-149,Polk County,82.33,124,24.72,57.61
NC-151,Randolph County,68.14,125,21.88,46.26
NC-153,Richmond County,66.22,125,19.53,46.69
NC-155,Robeson County,63.32,125,17.73,45.59
NC-157,Rockingham County,67.74,125,23.87,43.87
NC-159,Rowan County,61.07,121,14.5,46.57
NC-161,Rutherford County,70.85,124,19.47,51.38
NC-163,Sampson County,68.52,125,20.28,48.24
NC-165,Scotland County,64.06,125,17.9,46.16
NC-167,Stanly County,64.38,124,18.06,46.32
NC-169,Stokes County,66.54,125,20.69,45.85
NC-171,Surry County,72.66,125,25.14,47.52
NC-173,Swain County,77.53,121,14.08,63.45
NC-175,Transylvania County,101.24,123,31.39,69.85
NC-177,Tyrrell County,64.18,120,13.24,50.94
NC-179,Union County,53.22,112,8.47,44.75
NC-181,Vance County,61.13,125,16.45,44.68
NC-183,Wake County,62.3,125,16.51,45.79
NC-185,Warren County,59.94,125,15.43,44.51
NC-187,Washington County,65.67,122,15.05,50.62
NC-189,Watauga County,81.33,125,28.63,52.7
NC-191,Wayne County,65.37,125,17.06,48.31
NC-193,Wilkes County,76.33,125,26.63,49.7
NC-195,Wilson County,58.67,120,11.32,47.35
NC-197,Yadkin County,66.54,125,21.31,45.23
NC-199,Yancey County,83.01,125,31.2,51.81
ND-001,Adams County,14.19,39,-1.73,15.92
ND-003,Barnes County,23.27,103,3.63,19.64
ND-005,Benson County,15.2,31,-2.01,17.21
ND-007,Billings County,15.78,71,0.37,15.41
ND-009,Bottineau County,15.72,50,-0.63,16.35
ND-011,Bowman County,16.51,84,1.61,14.9
ND-013,Burke County,16.17,58,-0.19,16.36
ND-015,Burleigh County,18.7,88,2.07,16.63
ND-017,Cass County,21.96,80,1.69,20.27
ND-019,Cavalier County,15.58,20,-3.43,19.01
ND-021,Dickey County,23.15,93,2.94,20.21
ND-023,Divide County,14.93,60,-0.14,15.07
ND-025,Dunn County,16.26,60,-0.24,16.5
ND-027,Eddy County,15.18,28,-2.81,17.99
ND-029,Emmons County,18.58,78,1.48,17.1
ND-031,Foster County,16.42,34,-1.95,18.37
ND-033,Golden Valley County,15.89,73,1.04,14.85
ND-035,Grand Forks County,20.37,68,1.01,19.36
ND-037,Grant County,16.83,62,0.1,16.73
ND-039,Griggs County,19.58,71,0.67,18.91
ND-041,Hettinger County,16.59,68,0.16,16.43
ND-043,Kidder County,21.22,110,4,17.22
ND-045,LaMoure County,23.57,102,3.89,19.68
ND-047,Logan County,22.2,109,4.25,17.95
ND-049,McHenry County,15.42,49,-0.93,16.35
ND-051,McIntosh County,21.64,102,3.45,18.19
ND-053,McKenzie County,15.88,68,0.65,15.23
ND-055,McLean County,18.37,92,2.04,16.33
ND-057,Mercer County,18.32,91,2.08,16.24
ND-059,Morton County,17.28,73,0.68,16.6
ND-061,Mountrail County,14.91,46,-1.09,16
ND-063,Nelson County,17.29,44,-1.36,18.65
ND-065,Oliver County,18.07,79,1.28,16.79
ND-067,Pembina County,14.96,17,-4.38,19.34
ND-069,Pierce County,15.53,39,-1.16,16.69
ND-071,Ramsey County,15.72,32,-1.75,17.47
ND-073,Ransom County,21.67,73,1.19,20.48
ND-075,Renville County,14.87,46,-1.27,16.14
ND-077,Richland County,22.62,78,1.44,21.18
ND-079,Rolette County,17.37,64,-0.25,17.62
ND-081,Sargent County,21.8,75,1.23,20.57
ND-083,Sheridan County,17.66,62,0.31,17.35
ND-085,Sioux County,18,78,1.15,16.85
ND-087,Slope County,16.93,86,1.52,15.41
ND-089,Stark County,16.31,63,-0.19,16.5
ND-091,Steele County,19.99,69,0.72,19.27
ND-093,Stutsman County,21.64,103,3.15,18.49
ND-095,Towner County,16.91,51,-0.95,17.86
ND-097,Traill County,21.36,78,1.44,19.92
ND-099,Walsh County,17.18,37,-1.49,18.67
ND-101,Ward County,14.64,38,-1.83,16.47
ND-103,Wells County,15.41,28,-2.48,17.89
ND-105,Williams County,14.86,68,0.07,14.79
OH-001,Adams County,62.17,125,19.23,42.94
OH-003,Allen County,44.5,116,9.27,35.23
OH-005,Ashland County,48.49,123,11.35,37.14
OH-007,Ashtabula County,46.26,108,6.63,39.63
OH-009,Athens County,63.27,125,23.1,40.17
OH-011,Auglaize County,45.4,115,9.36,36.04
OH-013,Belmont County,63.82,125,22.97,40.85
OH-015,Brown County,58.89,124,15.45,43.44
OH-017,Butler County,53.1,121,12.5,40.6
OH-019,Carroll County,54.24,123,15.42,38.82
OH-021,Champaign County,50.53,123,12.59,37.94
OH-023,Clark County,50.39,121,11.69,38.7
OH-025,Clermont County,58.29,123,15.46,42.83
OH-027,Clinton County,53.42,119,11.2,42.22
OH-029,Columbiana County,56.01,125,18.07,37.94
OH-031,Coshocton County,54.29,124,15.42,38.87
OH-033,Crawford County,46.1,118,8.62,37.48
OH-035,Cuyahoga County,46.8,121,10.92,35.88
OH-037,Darke County,48.55,122,10.66,37.89
OH-039,Defiance County,38.3,98,4.53,33.77
OH-041,Delaware County,50.64,123,12.65,37.99
OH-043,Erie County,42.62,119,8.09,34.53
OH-045,Fairfield County,54.19,124,14.4,39.79
OH-047,Fayette County,52.11,122,12.64,39.47
OH-049,Franklin County,55.12,125,16.77,38.35
OH-051,Fulton County,38.11,103,4.7,33.41
OH-053,Gallia County,57.09,124,15.86,41.23
OH-055,Geauga County,47.89,118,9.24,38.65
OH-057,Greene County,51.83,122,12.13,39.7
OH-059,Guernsey County,55.8,124,16.4,39.4
OH-061,Hamilton County,55.66,122,14.78,40.88
OH-063,Hancock County,38.8,96,3.93,34.87
OH-065,Hardin County,43.08,113,7.6,35.48
OH-067,Harrison County,58.41,125,18.92,39.49
OH-069,Henry County,39,103,5.18,33.82
OH-071,Highland County,56.41,122,13.88,42.53
OH-073,Hocking County,57.65,124,17.29,40.36
OH-075,Holmes County,52.57,123,14.36,38.21
OH-077,Huron County,44.81,119,8.76,36.05
OH-079,Jackson County,59.16,125,17.94,41.22
OH-081,Jefferson County,60.58,125,21.73,38.85
OH-083,Knox County,51.75,123,12.33,39.42
OH-085,Lake County,43.68,104,6.15,37.53
OH-087,Lawrence County,56.18,124,14.21,41.97
OH-089,Licking County,55.9,125,16.16,39.74
OH-091,Logan County,47.58,122,11.01,36.57
OH-093,Lorain County,47.48,124,12.74,34.74
OH-095,Lucas County,36.12,95,3.74,32.38
OH-097,Madison County,47.72,119,9.78,37.94
OH-099,Mahoning County,48.12,121,10.92,37.2
OH-101,Marion County,41.57,100,5.08,36.49
OH-103,Medina County,46.64,121,10.52,36.12
OH-105,Meigs County,60.44,125,19.83,40.61
OH-107,Mercer County,43.86,111,7.33,36.53
OH-109,Miami County,50.49,121,12.79,37.7
OH-111,Monroe County,68.16,125,25.82,42.34
OH-113,Montgomery County,50.97,120,12.04,38.93
OH-115,Morgan County,59.81,125,20.07,39.74
OH-117,Morrow County,48.66,120,9.51,39.15
OH-119,Muskingum County,56.26,125,17.14,39.12
OH-121,Noble County,59.37,125,18.78,40.59
OH-123,Ottawa County,36.06,96,3.18,32.88
OH-125,Paulding County,40.93,112,6.65,34.28
OH-127,Perry County,57.55,125,18.08,39.47
OH-129,Pickaway County,55.38,124,16.09,39.29
OH-131,Pike County,62.8,125,21.88,40.92
OH-133,Portage County,45.91,117,8.81,37.1
OH-135,Preble County,53.45,122,13.9,39.55
OH-137,Putnam County,41.28,109,6.95,34.33
OH-139,Richland County,49.52,122,11.42,38.1
OH-141,Ross County,58.6,125,18.38,40.22
OH-143,Sandusky County,38.33,102,4.55,33.78
OH-145,Scioto County,57.61,125,15.81,41.8
OH-147,Seneca County,40.44,103,4.95,35.49
OH-149,Shelby County,47.15,120,10.09,37.06
OH-151,Stark County,46.72,119,9.32,37.4
OH-153,Summit County,42.54,109,6.34,36.2
OH-155,Trumbull County,49.27,121,11.51,37.76
OH-157,Tuscarawas County,51.39,122,12.85,38.54
OH-159,Union County,47.9,122,11.53,36.37
OH-161,Van Wert County,43.18,115,8.02,35.16
OH-163,Vinton County,60.31,125,19.61,40.7
OH-165,Warren County,54.06,119,12.5,41.56
OH-167,Washington County,62.71,125,21.87,40.84
OH-169,Wayne County,48.24,122,11.71,36.53
OH-171,Williams County,38.25,96,4.24,34.01
OH-173,Wood County,37.56,97,4.17,33.39
OH-175,Wyandot County,40.7,101,5.11,35.59
OK-001,Adair County,49.96,86,4.8,45.16
OK-003,Alfalfa County,35.25,108,7.76,27.49
OK-005,Atoka County,58.5,119,15.11,43.39
OK-007,Beaver County,28.59,117,8.12,20.47
OK-009,Beckham County,26.98,87,2.41,24.57
OK-011,Blaine County,33.72,99,5.23,28.49
OK-013,Bryan County,58.14,121,17.3,40.84
OK-015,Caddo County,35.06,89,4.71,30.35
OK-017,Canadian County,38.85,111,8.12,30.73
OK-019,Carter County,50.16,117,13.52,36.64
OK-021,Cherokee County,49.83,95,6.23,43.6
OK-023,Choctaw County,61.79,117,16.42,45.37
OK-025,Cimarron County,17.98,88,1.44,16.54
OK-027,Cleveland County,44.81,112,10,34.81
OK-029,Coal County,61.32,119,19.85,41.47
OK-031,Comanche County,34.93,95,4.93,30
OK-033,Cotton County,36.8,105,6.76,30.04
OK-035,Craig County,41.61,65,-0.52,42.13
OK-037,Creek County,39.69,79,2.12,37.57
OK-039,Custer County,31.13,100,4.47,26.66
OK-041,Delaware County,45.13,75,1.5,43.63
OK-043,Dewey County,33.08,110,6.67,26.41
OK-045,Ellis County,31.63,118,8.18,23.45
OK-047,Garfield County,32.4,80,1.88,30.52
OK-049,Garvin County,50.23,117,14.33,35.9
OK-051,Grady County,39.25,107,6.77,32.48
OK-053,Grant County,32.47,84,2.75,29.72
OK-055,Greer County,29.13,95,3.87,25.26
OK-057,Harmon County,27.17,92,2.98,24.19
OK-059,Harper County,30.2,116,7.01,23.19
OK-061,Haskell County,57.48,113,13.2,44.28
OK-063,Hughes County,54.73,117,13.59,41.14
OK-065,Jackson County,27.79,84,2.34,25.45
OK-067,Jefferson County,45.3,119,12.66,32.64
OK-069,Johnston County,58.66,119,19.04,39.62
OK-071,Kay County,34.15,72,0.94,33.21
OK-073,Kingfisher County,35.86,104,6.67,29.19
OK-075,Kiowa County,34.44,105,7,27.44
OK-077,Latimer County,59.88,114,13.21,46.67
OK-079,Le Flore County,62.82,117,15.46,47.36
OK-081,Lincoln County,42.76,106,6.92,35.84
OK-083,Logan County,36.93,96,5.31,31.62
OK-085,Love County,46.19,111,10.24,35.95
OK-087,McClain County,44.13,113,9.58,34.55
OK-089,McCurtain County,65.09,116,15.53,49.56
OK-091,McIntosh County,51.31,111,9.43,41.88
OK-093,Major County,34.13,107,6.57,27.56
OK-095,Marshall County,51.28,114,12.74,38.54
OK-097,Mayes County,41.44,65,-0.55,41.99
OK-099,Murray County,55.92,119,17.71,38.21
OK-101,Muskogee County,50.07,99,7.72,42.35
OK-103,Noble County,33.57,73,0.43,33.14
OK-105,Nowata County,37.68,54,-1.79,39.47
OK-107,Okfuskee County,48.09,108,9.46,38.63
OK-109,Oklahoma County,41.97,110,9,32.97
OK-111,Okmulgee County,43.64,86,3.86,39.78
OK-113,Osage County,34.15,53,-1.83,35.98
OK-115,Ottawa County,42.05,68,-0.33,42.38
OK-117,Pawnee County,30.65,35,-4.54,35.19
OK-119,Payne County,38.05,90,3.63,34.42
OK-121,Pittsburg County,55.84,115,11.29,44.55
OK-123,Pontotoc County,61.11,120,21.63,39.48
OK-125,Pottawatomie County,44.46,107,7.98,36.48
OK-127,Pushmataha County,61.06,113,12.5,48.56
OK-129,Roger Mills County,26.98,88,2.36,24.62
OK-131,Rogers County,35.98,44,-3.56,39.54
OK-133,Seminole County,48.35,110,10.15,38.2
OK-135,Sequoyah County,57.24,115,12.35,44.89
OK-137,Stephens County,46.4,119,13.31,33.09
OK-139,Texas County,22.39,109,4.23,18.16
OK-141,Tillman County,27.86,76,0.79,27.07
OK-143,Tulsa County,36.46,55,-2.01,38.47
OK-145,Wagoner County,41.94,70,0.94,41
OK-147,Washington County,35.92,52,-1.85,37.77
OK-149,Washita County,34.35,107,7.36,26.99
OK-151,Woods County,36.18,123,10.41,25.77
OK-153,Woodward County,34.22,119,9.23,24.99
OR-001,Baker County,18.27,27,-2.84,21.11
OR-003,Benton County,47.25,19,-10.78,58.03
OR-005,Clackamas County,59.31,13,-14.87,74.18
OR-007,Clatsop County,76.63,29,-12.24,88.87
OR-009,Columbia County,45.14,16,-11.14,56.28
OR-011,Coos County,53.42,17,-15.33,68.75
OR-013,Crook County,10.09,7,-4.55,14.64
OR-015,Curry County,65.12,14,-20.86,85.98
OR-017,Deschutes County,14.85,2,-8.75,23.6
OR-019,Douglas County,39.37,8,-13.81,53.18
OR-021,Gilliam County,9.53,32,-1.66,11.19
OR-023,Grant County,17.54,27,-3.18,20.72
OR-025,Harney County,9.09,14,-3.74,12.83
OR-027,Hood River County,49.11,28,-9.19,58.3
OR-029,Jackson County,26.39,9,-10.36,36.75
OR-031,Jefferson County,12.89,6,-5.43,18.32
OR-033,Josephine County,38.92,14,-15.32,54.24
OR-035,Klamath County,20.24,14,-6.78,27.02
OR-037,Lake County,11.72,29,-2.67,14.39
OR-039,Lane County,48.25,7,-15.62,63.87
OR-041,Lincoln County,74.28,22,-15.38,89.66
OR-043,Linn County,53.75,8,-15.69,69.44
OR-045,Malheur County,10.21,28,-2.34,12.55
OR-047,Marion County,50.28,12,-13.17,63.45
OR-049,Morrow County,12.18,35,-1.89,14.07
OR-051,Multnomah County,50.08,14,-12.24,62.32
OR-053,Polk County,52.53,14,-13.96,66.49
OR-055,Sherman County,10.3,23,-2.8,13.1
